Time (d), qI (mm/d), qT (mm/d), qR (mm/d), qB (mm/d), dS (mm/d)
    4.64,     3.000,     0.445,     2.555,     0.000,     0.445
    4.65,     3.000,     0.444,     2.556,     0.000,     0.444
    4.66,     3.000,     0.443,     2.557,     0.000,     0.443
    4.67,     3.000,     0.442,     2.558,     0.000,     0.442
    4.68,     3.000,     0.441,     2.559,     0.000,     0.441
    4.69,     3.000,     0.440,     2.560,     0.000,     0.440
    4.70,     3.000,     0.438,     2.562,     0.000,     0.438
    4.71,     3.000,     0.437,     2.563,     0.000,     0.437
    4.72,     3.000,     0.436,     2.564,     0.000,     0.436
    4.73,     3.000,     0.435,     2.565,     0.000,     0.435
    4.74,     3.000,     0.434,     2.566,     0.000,     0.434
    4.75,     3.000,     0.433,     2.567,     0.000,     0.433
    4.76,     3.000,     0.432,     2.568,     0.000,     0.432
    4.77,     3.000,     0.431,     2.569,     0.000,     0.431
    4.78,     3.000,     0.430,     2.570,     0.000,     0.430
    4.79,     3.000,     0.429,     2.571,     0.000,     0.429
    4.80,     3.000,     0.428,     2.572,     0.000,     0.428
    4.81,     3.000,     0.427,     2.573,     0.000,     0.427
    4.82,     3.000,     0.426,     2.574,     0.000,     0.426
    4.83,     3.000,     0.426,     2.574,     0.000,     0.426
    4.84,     3.000,     0.425,     2.575,     0.000,     0.425
    4.85,     3.000,     0.424,     2.576,     0.000,     0.424
    4.86,     3.000,     0.423,     2.577,     0.000,     0.423
    4.87,     3.000,     0.422,     2.578,     0.000,     0.422
    4.88,     3.000,     0.421,     2.579,     0.000,     0.421
    4.89,     3.000,     0.420,     2.580,     0.000,     0.420
    4.90,     3.000,     0.419,     2.581,     0.000,     0.419
    4.91,     3.000,     0.418,     2.582,     0.000,     0.418
    4.92,     3.000,     0.417,     2.583,     0.000,     0.417
    4.93,     3.000,     0.416,     2.584,     0.000,     0.416
    4.94,     3.000,     0.415,     2.585,     0.000,     0.415
    4.95,     3.000,     0.415,     2.585,     0.000,     0.415
    4.96,     3.000,     0.414,     2.586,     0.000,     0.414
    4.97,     3.000,     0.413,     2.587,     0.000,     0.413
    4.98,     3.000,     0.412,     2.588,     0.000,     0.412
    4.99,     3.000,     0.411,     2.589,     0.000,     0.411
    5.00,     3.000,     0.410,     2.590,     0.000,     0.410
    5.01,     3.000,     0.410,     2.590,     0.000,     0.410
    5.02,     3.000,     0.409,     2.591,     0.000,     0.409
    5.03,     3.000,     0.408,     2.592,     0.000,     0.408
    5.04,     3.000,     0.407,     2.593,     0.000,     0.407
    5.05,     3.000,     0.406,     2.594,     0.000,     0.406
    5.06,     3.000,     0.405,     2.595,     0.000,     0.405
    5.07,     3.000,     0.405,     2.595,     0.000,     0.405
    5.08,     3.000,     0.404,     2.596,     0.000,     0.404
    5.09,     3.000,     0.403,     2.597,     0.000,     0.403
    5.10,     3.000,     0.402,     2.598,     0.000,     0.402
    5.11,     3.000,     0.401,     2.599,     0.000,     0.401
    5.12,     3.000,     0.401,     2.599,     0.000,     0.401
    5.13,     3.000,     0.400,     2.600,     0.000,     0.400
    5.14,     3.000,     0.399,     2.601,     0.000,     0.399
    5.15,     3.000,     0.398,     2.602,     0.000,     0.398
    5.16,     3.000,     0.398,     2.602,     0.000,     0.398
    5.17,     3.000,     0.397,     2.603,     0.000,     0.397
    5.18,     3.000,     0.396,     2.604,     0.000,     0.396
    5.19,     3.000,     0.395,     2.605,     0.000,     0.395
    5.20,     3.000,     0.395,     2.605,     0.000,     0.395
    5.21,     3.000,     0.394,     2.606,     0.000,     0.394
    5.22,     3.000,     0.393,     2.607,     0.000,     0.393
    5.23,     3.000,     0.392,     2.608,     0.000,     0.392
    5.24,     3.000,     0.392,     2.608,     0.000,     0.392
    5.25,     3.000,     0.391,     2.609,     0.000,     0.391
    5.26,     3.000,     0.390,     2.610,     0.000,     0.390
    5.27,     3.000,     0.390,     2.610,     0.000,     0.390
    5.28,     3.000,     0.389,     2.611,     0.000,     0.389
    5.29,     3.000,     0.388,     2.612,     0.000,     0.388
    5.30,     3.000,     0.388,     2.612,     0.000,     0.388
    5.31,     3.000,     0.387,     2.613,     0.000,     0.387
    5.32,     3.000,     0.386,     2.614,     0.000,     0.386
    5.33,     3.000,     0.386,     2.614,     0.000,     0.386
    5.34,     3.000,     0.385,     2.615,     0.000,     0.385
    5.35,     3.000,     0.384,     2.616,     0.000,     0.384
    5.36,     3.000,     0.384,     2.616,     0.000,     0.384
    5.37,     3.000,     0.383,     2.617,     0.000,     0.383
    5.38,     3.000,     0.382,     2.618,     0.000,     0.382
    5.39,     3.000,     0.382,     2.618,     0.000,     0.382
    5.40,     3.000,     0.381,     2.619,     0.000,     0.381
    5.41,     3.000,     0.380,     2.620,     0.000,     0.380
    5.42,     3.000,     0.380,     2.620,     0.000,     0.380
    5.43,     3.000,     0.379,     2.621,     0.000,     0.379
    5.44,     3.000,     0.378,     2.622,     0.000,     0.378
    5.45,     3.000,     0.378,     2.622,     0.000,     0.378
    5.46,     3.000,     0.377,     2.623,     0.000,     0.377
    5.47,     3.000,     0.377,     2.623,     0.000,     0.377
    5.48,     3.000,     0.376,     2.624,     0.000,     0.376
    5.49,     3.000,     0.375,     2.625,     0.000,     0.375
    5.50,     3.000,     0.375,     2.625,     0.000,     0.375
    5.51,     3.000,     0.374,     2.626,     0.000,     0.374
    5.52,     3.000,     0.374,     2.626,     0.000,     0.374
    5.53,     3.000,     0.373,     2.627,     0.000,     0.373
    5.54,     3.000,     0.372,     2.628,     0.000,     0.372
    5.55,     3.000,     0.372,     2.628,     0.000,     0.372
    5.56,     3.000,     0.371,     2.629,     0.000,     0.371
    5.57,     3.000,     0.371,     2.629,     0.000,     0.371
    5.58,     3.000,     0.370,     2.630,     0.000,     0.370
    5.59,     3.000,     0.370,     2.630,     0.000,     0.370
    5.60,     3.000,     0.369,     2.631,     0.000,     0.369
    5.61,     3.000,     0.368,     2.632,     0.000,     0.368
    5.62,     3.000,     0.368,     2.632,     0.000,     0.368
    5.63,     3.000,     0.367,     2.633,     0.000,     0.367
    5.64,     3.000,     0.367,     2.633,     0.000,     0.367
    5.65,     3.000,     0.366,     2.634,     0.000,     0.366
    5.66,     3.000,     0.366,     2.634,     0.000,     0.366
    5.67,     3.000,     0.365,     2.635,     0.000,     0.365
    5.68,     3.000,     0.365,     2.635,     0.000,     0.365
    5.69,     3.000,     0.364,     2.636,     0.000,     0.364
    5.70,     3.000,     0.364,     2.636,     0.000,     0.364
    5.71,     3.000,     0.363,     2.637,     0.000,     0.363
    5.72,     3.000,     0.363,     2.637,     0.000,     0.363
    5.73,     3.000,     0.362,     2.638,     0.000,     0.362
    5.74,     3.000,     0.362,     2.638,     0.000,     0.362
    5.75,     3.000,     0.361,     2.639,     0.000,     0.361
    5.76,     3.000,     0.361,     2.639,     0.000,     0.361
    5.77,     3.000,     0.360,     2.640,     0.000,     0.360
    5.78,     3.000,     0.360,     2.640,     0.000,     0.360
    5.79,     3.000,     0.359,     2.641,     0.000,     0.359
    5.80,     3.000,     0.359,     2.641,     0.000,     0.359
    5.81,     3.000,     0.358,     2.642,     0.000,     0.358
    5.82,     3.000,     0.358,     2.642,     0.000,     0.358
    5.83,     3.000,     0.357,     2.643,     0.000,     0.357
    5.84,     3.000,     0.357,     2.643,     0.000,     0.357
    5.85,     3.000,     0.356,     2.644,     0.000,     0.356
    5.86,     3.000,     0.356,     2.644,     0.000,     0.356
    5.87,     3.000,     0.355,     2.645,     0.000,     0.355
    5.88,     3.000,     0.355,     2.645,     0.000,     0.355
    5.89,     3.000,     0.354,     2.646,     0.000,     0.354
    5.90,     3.000,     0.354,     2.646,     0.000,     0.354
    5.91,     3.000,     0.353,     2.647,     0.000,     0.353
    5.92,     3.000,     0.353,     2.647,     0.000,     0.353
    5.93,     3.000,     0.352,     2.648,     0.000,     0.352
    5.94,     3.000,     0.352,     2.648,     0.000,     0.352
    5.95,     3.000,     0.352,     2.648,     0.000,     0.352
    5.96,     3.000,     0.351,     2.649,     0.000,     0.351
    5.97,     3.000,     0.351,     2.649,     0.000,     0.351
    5.98,     3.000,     0.350,     2.650,     0.000,     0.350
    5.99,     3.000,     0.350,     2.650,     0.000,     0.350
    6.00,     3.000,     0.349,     2.651,     0.000,     0.349
    6.01,     3.000,     0.349,     2.651,     0.000,     0.349
    6.02,     3.000,     0.349,     2.651,     0.000,     0.349
    6.03,     3.000,     0.348,     2.652,     0.000,     0.348
    6.04,     3.000,     0.348,     2.652,     0.000,     0.348
    6.05,     3.000,     0.347,     2.653,     0.000,     0.347
    6.06,     3.000,     0.347,     2.653,     0.000,     0.347
    6.07,     3.000,     0.346,     2.654,     0.000,     0.346
    6.08,     3.000,     0.346,     2.654,     0.000,     0.346
    6.09,     3.000,     0.346,     2.654,     0.000,     0.346
    6.10,     3.000,     0.345,     2.655,     0.000,     0.345
    6.11,     3.000,     0.345,     2.655,     0.000,     0.345
    6.12,     3.000,     0.344,     2.656,     0.000,     0.344
    6.13,     3.000,     0.344,     2.656,     0.000,     0.344
    6.14,     3.000,     0.344,     2.656,     0.000,     0.344
    6.15,     3.000,     0.343,     2.657,     0.000,     0.343
    6.16,     3.000,     0.343,     2.657,     0.000,     0.343
    6.17,     3.000,     0.342,     2.658,     0.000,     0.342
    6.18,     3.000,     0.342,     2.658,     0.000,     0.342
    6.19,     3.000,     0.342,     2.658,     0.000,     0.342
    6.20,     3.000,     0.341,     2.659,     0.000,     0.341
    6.21,     3.000,     0.341,     2.659,     0.000,     0.341
    6.22,     3.000,     0.341,     2.659,     0.000,     0.341
    6.23,     3.000,     0.340,     2.660,     0.000,     0.340
    6.24,     3.000,     0.340,     2.660,     0.000,     0.340
    6.25,     3.000,     0.339,     2.661,     0.000,     0.339
    6.26,     3.000,     0.339,     2.661,     0.000,     0.339
    6.27,     3.000,     0.339,     2.661,     0.000,     0.339
    6.28,     3.000,     0.338,     2.662,     0.000,     0.338
    6.29,     3.000,     0.338,     2.662,     0.000,     0.338
    6.30,     3.000,     0.338,     2.662,     0.000,     0.338
    6.31,     3.000,     0.337,     2.663,     0.000,     0.337
    6.32,     3.000,     0.337,     2.663,     0.000,     0.337
    6.33,     3.000,     0.337,     2.663,     0.000,     0.337
    6.34,     3.000,     0.336,     2.664,     0.000,     0.336
    6.35,     3.000,     0.336,     2.664,     0.000,     0.336
    6.36,     3.000,     0.336,     2.664,     0.000,     0.336
    6.37,     3.000,     0.335,     2.665,     0.000,     0.335
    6.38,     3.000,     0.335,     2.665,     0.000,     0.335
    6.39,     3.000,     0.334,     2.666,     0.000,     0.334
    6.40,     3.000,     0.334,     2.666,     0.000,     0.334
    6.41,     3.000,     0.334,     2.666,     0.000,     0.334
    6.42,     3.000,     0.333,     2.667,     0.000,     0.333
    6.43,     3.000,     0.333,     2.667,     0.000,     0.333
    6.44,     3.000,     0.333,     2.667,     0.000,     0.333
    6.45,     3.000,     0.333,     2.667,     0.000,     0.333
    6.46,     3.000,     0.332,     2.668,     0.000,     0.332
    6.47,     3.000,     0.332,     2.668,     0.000,     0.332
    6.48,     3.000,     0.332,     2.668,     0.000,     0.332
    6.49,     3.000,     0.331,     2.669,     0.000,     0.331
    6.50,     3.000,     0.331,     2.669,     0.000,     0.331
    6.51,     3.000,     0.331,     2.669,     0.000,     0.331
    6.52,     3.000,     0.330,     2.670,     0.000,     0.330
    6.53,     3.000,     0.330,     2.670,     0.000,     0.330
    6.54,     3.000,     0.330,     2.670,     0.000,     0.330
    6.55,     3.000,     0.329,     2.671,     0.000,     0.329
    6.56,     3.000,     0.329,     2.671,     0.000,     0.329
    6.57,     3.000,     0.329,     2.671,     0.000,     0.329
    6.58,     3.000,     0.328,     2.672,     0.000,     0.328
    6.59,     3.000,     0.328,     2.672,     0.000,     0.328
    6.60,     3.000,     0.328,     2.672,     0.000,     0.328
    6.61,     3.000,     0.328,     2.672,     0.000,     0.328
    6.62,     3.000,     0.327,     2.673,     0.000,     0.327
    6.63,     3.000,     0.327,     2.673,     0.000,     0.327
    6.64,     3.000,     0.327,     2.673,     0.000,     0.327
    6.65,     3.000,     0.326,     2.674,     0.000,     0.326
    6.66,     3.000,     0.326,     2.674,     0.000,     0.326
    6.67,     3.000,     0.326,     2.674,     0.000,     0.326
    6.68,     3.000,     0.326,     2.674,     0.000,     0.326
    6.69,     3.000,     0.325,     2.675,     0.000,     0.325
    6.70,     3.000,     0.325,     2.675,     0.000,     0.325
    6.71,     3.000,     0.325,     2.675,     0.000,     0.325
    6.72,     3.000,     0.324,     2.676,     0.000,     0.324
    6.73,     3.000,     0.324,     2.676,     0.000,     0.324
    6.74,     3.000,     0.324,     2.676,     0.000,     0.324
    6.75,     3.000,     0.324,     2.676,     0.000,     0.324
    6.76,     3.000,     0.323,     2.677,     0.000,     0.323
    6.77,     3.000,     0.323,     2.677,     0.000,     0.323
    6.78,     3.000,     0.323,     2.677,     0.000,     0.323
    6.79,     3.000,     0.322,     2.678,     0.000,     0.322
    6.80,     3.000,     0.322,     2.678,     0.000,     0.322
    6.81,     3.000,     0.322,     2.678,     0.000,     0.322
    6.82,     3.000,     0.322,     2.678,     0.000,     0.322
    6.83,     3.000,     0.321,     2.679,     0.000,     0.321
    6.84,     3.000,     0.321,     2.679,     0.000,     0.321
    6.85,     3.000,     0.321,     2.679,     0.000,     0.321
    6.86,     3.000,     0.321,     2.679,     0.000,     0.321
    6.87,     3.000,     0.320,     2.680,     0.000,     0.320
    6.88,     3.000,     0.320,     2.680,     0.000,     0.320
    6.89,     3.000,     0.320,     2.680,     0.000,     0.320
    6.90,     3.000,     0.320,     2.680,     0.000,     0.320
    6.91,     3.000,     0.319,     2.681,     0.000,     0.319
    6.92,     3.000,     0.319,     2.681,     0.000,     0.319
    6.93,     3.000,     0.319,     2.681,     0.000,     0.319
    6.94,     3.000,     0.319,     2.681,     0.000,     0.319
    6.95,     3.000,     0.318,     2.682,     0.000,     0.318
    6.96,     3.000,     0.318,     2.682,     0.000,     0.318
    6.97,     3.000,     0.318,     2.682,     0.000,     0.318
    6.98,     3.000,     0.318,     2.682,     0.000,     0.318
    6.99,     3.000,     0.317,     2.683,     0.000,     0.317
    7.00,     3.000,     0.317,     2.683,     0.000,     0.317
    7.01,     3.000,     0.317,     2.683,     0.000,     0.317
    7.02,     3.000,     0.317,     2.683,     0.000,     0.317
    7.03,     3.000,     0.317,     2.683,     0.000,     0.317
    7.04,     3.000,     0.316,     2.684,     0.000,     0.316
    7.05,     3.000,     0.316,     2.684,     0.000,     0.316
    7.06,     3.000,     0.316,     2.684,     0.000,     0.316
    7.07,     3.000,     0.316,     2.684,     0.000,     0.316
    7.08,     3.000,     0.315,     2.685,     0.000,     0.315
    7.09,     3.000,     0.315,     2.685,     0.000,     0.315
    7.10,     3.000,     0.315,     2.685,     0.000,     0.315
    7.11,     3.000,     0.315,     2.685,     0.000,     0.315
    7.12,     3.000,     0.314,     2.686,     0.000,     0.314
    7.13,     3.000,     0.314,     2.686,     0.000,     0.314
    7.14,     3.000,     0.314,     2.686,     0.000,     0.314
    7.15,     3.000,     0.314,     2.686,     0.000,     0.314
    7.16,     3.000,     0.314,     2.686,     0.000,     0.314
    7.17,     3.000,     0.313,     2.687,     0.000,     0.313
    7.18,     3.000,     0.313,     2.687,     0.000,     0.313
    7.19,     3.000,     0.313,     2.687,     0.000,     0.313
    7.20,     3.000,     0.313,     2.687,     0.000,     0.313
    7.21,     3.000,     0.313,     2.687,     0.000,     0.313
    7.22,     3.000,     0.312,     2.688,     0.000,     0.312
    7.23,     3.000,     0.312,     2.688,     0.000,     0.312
    7.24,     3.000,     0.312,     2.688,     0.000,     0.312
    7.25,     3.000,     0.312,     2.688,     0.000,     0.312
    7.26,     3.000,     0.312,     2.688,     0.000,     0.312
    7.27,     3.000,     0.311,     2.689,     0.000,     0.311
    7.28,     3.000,     0.311,     2.689,     0.000,     0.311
    7.29,     3.000,     0.311,     2.689,     0.000,     0.311
    7.30,     3.000,     0.311,     2.689,     0.000,     0.311
    7.31,     3.000,     0.311,     2.689,     0.000,     0.311
    7.32,     3.000,     0.310,     2.690,     0.000,     0.310
    7.33,     3.000,     0.310,     2.690,     0.000,     0.310
    7.34,     3.000,     0.310,     2.690,     0.000,     0.310
    7.35,     3.000,     0.310,     2.690,     0.000,     0.310
    7.36,     3.000,     0.310,     2.690,     0.000,     0.310
    7.37,     3.000,     0.309,     2.691,     0.000,     0.309
    7.38,     3.000,     0.309,     2.691,     0.000,     0.309
    7.39,     3.000,     0.309,     2.691,     0.000,     0.309
    7.40,     3.000,     0.309,     2.691,     0.000,     0.309
    7.41,     3.000,     0.309,     2.691,     0.000,     0.309
    7.42,     3.000,     0.308,     2.692,     0.000,     0.308
    7.43,     3.000,     0.308,     2.692,     0.000,     0.308
    7.44,     3.000,     0.308,     2.692,     0.000,     0.308
    7.45,     3.000,     0.308,     2.692,     0.000,     0.308
    7.46,     3.000,     0.308,     2.692,     0.000,     0.308
    7.47,     3.000,     0.307,     2.693,     0.000,     0.307
    7.48,     3.000,     0.307,     2.693,     0.000,     0.307
    7.49,     3.000,     0.307,     2.693,     0.000,     0.307
    7.50,     3.000,     0.307,     2.693,     0.000,     0.307
    7.51,     3.000,     0.307,     2.693,     0.000,     0.307
    7.52,     3.000,     0.307,     2.693,     0.000,     0.307
    7.53,     3.000,     0.306,     2.694,     0.000,     0.306
    7.54,     3.000,     0.306,     2.694,     0.000,     0.306
    7.55,     3.000,     0.306,     2.694,     0.000,     0.306
    7.56,     3.000,     0.306,     2.694,     0.000,     0.306
    7.57,     3.000,     0.306,     2.694,     0.000,     0.306
    7.58,     3.000,     0.306,     2.694,     0.000,     0.306
    7.59,     3.000,     0.305,     2.695,     0.000,     0.305
    7.60,     3.000,     0.305,     2.695,     0.000,     0.305
    7.61,     3.000,     0.305,     2.695,     0.000,     0.305
    7.62,     3.000,     0.305,     2.695,     0.000,     0.305
    7.63,     3.000,     0.305,     2.695,     0.000,     0.305
    7.64,     3.000,     0.305,     2.695,     0.000,     0.305
    7.65,     3.000,     0.304,     2.696,     0.000,     0.304
    7.66,     3.000,     0.304,     2.696,     0.000,     0.304
    7.67,     3.000,     0.304,     2.696,     0.000,     0.304
    7.68,     3.000,     0.304,     2.696,     0.000,     0.304
    7.69,     3.000,     0.304,     2.696,     0.000,     0.304
    7.70,     3.000,     0.304,     2.696,     0.000,     0.304
    7.71,     3.000,     0.303,     2.697,     0.000,     0.303
    7.72,     3.000,     0.303,     2.697,     0.000,     0.303
    7.73,     3.000,     0.303,     2.697,     0.000,     0.303
    7.74,     3.000,     0.303,     2.697,     0.000,     0.303
    7.75,     3.000,     0.303,     2.697,     0.000,     0.303
    7.76,     3.000,     0.303,     2.697,     0.000,     0.303
    7.77,     3.000,     0.302,     2.698,     0.000,     0.302
    7.78,     3.000,     0.302,     2.698,     0.000,     0.302
    7.79,     3.000,     0.302,     2.698,     0.000,     0.302
    7.80,     3.000,     0.302,     2.698,     0.000,     0.302
    7.81,     3.000,     0.302,     2.698,     0.000,     0.302
    7.82,     3.000,     0.302,     2.698,     0.000,     0.302
    7.83,     3.000,     0.302,     2.698,     0.000,     0.302
    7.84,     3.000,     0.301,     2.699,     0.000,     0.301
    7.85,     3.000,     0.301,     2.699,     0.000,     0.301
    7.86,     3.000,     0.301,     2.699,     0.000,     0.301
    7.87,     3.000,     0.301,     2.699,     0.000,     0.301
    7.88,     3.000,     0.301,     2.699,     0.000,     0.301
    7.89,     3.000,     0.301,     2.699,     0.000,     0.301
    7.90,     3.000,     0.301,     2.699,     0.000,     0.301
    7.91,     3.000,     0.300,     2.700,     0.000,     0.300
    7.92,     3.000,     0.300,     2.700,     0.000,     0.300
    7.93,     3.000,     0.300,     2.700,     0.000,     0.300
    7.94,     3.000,     0.300,     2.700,     0.000,     0.300
    7.95,     3.000,     0.300,     2.700,     0.000,     0.300
    7.96,     3.000,     0.300,     2.700,     0.000,     0.300
    7.97,     3.000,     0.300,     2.700,     0.000,     0.300
    7.98,     3.000,     0.299,     2.701,     0.000,     0.299
    7.99,     3.000,     0.299,     2.701,     0.000,     0.299
    8.00,     3.000,     0.299,     2.701,     0.000,     0.299
    8.01,     3.000,     0.299,     2.701,     0.000,     0.299
    8.02,     3.000,     0.299,     2.701,     0.000,     0.299
    8.03,     3.000,     0.299,     2.701,     0.000,     0.299
    8.04,     3.000,     0.299,     2.701,     0.000,     0.299
    8.05,     3.000,     0.298,     2.702,     0.000,     0.298
    8.06,     3.000,     0.298,     2.702,     0.000,     0.298
    8.07,     3.000,     0.298,     2.702,     0.000,     0.298
    8.08,     3.000,     0.298,     2.702,     0.000,     0.298
    8.09,     3.000,     0.298,     2.702,     0.000,     0.298
    8.10,     3.000,     0.298,     2.702,     0.000,     0.298
    8.11,     3.000,     0.298,     2.702,     0.000,     0.298
    8.12,     3.000,     0.298,     2.702,     0.000,     0.298
    8.13,     3.000,     0.297,     2.703,     0.000,     0.297
    8.14,     3.000,     0.297,     2.703,     0.000,     0.297
    8.15,     3.000,     0.297,     2.703,     0.000,     0.297
    8.16,     3.000,     0.297,     2.703,     0.000,     0.297
    8.17,     3.000,     0.297,     2.703,     0.000,     0.297
    8.18,     3.000,     0.297,     2.703,     0.000,     0.297
    8.19,     3.000,     0.297,     2.703,     0.000,     0.297
    8.20,     3.000,     0.296,     2.704,     0.000,     0.296
    8.21,     3.000,     0.296,     2.704,     0.000,     0.296
    8.22,     3.000,     0.296,     2.704,     0.000,     0.296
    8.23,     3.000,     0.296,     2.704,     0.000,     0.296
    8.24,     3.000,     0.296,     2.704,     0.000,     0.296
    8.25,     3.000,     0.296,     2.704,     0.000,     0.296
    8.26,     3.000,     0.296,     2.704,     0.000,     0.296
    8.27,     3.000,     0.296,     2.704,     0.000,     0.296
    8.28,     3.000,     0.296,     2.704,     0.000,     0.296
    8.29,     3.000,     0.295,     2.705,     0.000,     0.295
    8.30,     3.000,     0.295,     2.705,     0.000,     0.295
    8.31,     3.000,     0.295,     2.705,     0.000,     0.295
    8.32,     3.000,     0.295,     2.705,     0.000,     0.295
    8.33,     3.000,     0.295,     2.705,     0.000,     0.295
    8.34,     3.000,     0.295,     2.705,     0.000,     0.295
    8.35,     3.000,     0.295,     2.705,     0.000,     0.295
    8.36,     3.000,     0.295,     2.705,     0.000,     0.295
    8.37,     3.000,     0.294,     2.706,     0.000,     0.294
    8.38,     3.000,     0.294,     2.706,     0.000,     0.294
    8.39,     3.000,     0.294,     2.706,     0.000,     0.294
    8.40,     3.000,     0.294,     2.706,     0.000,     0.294
    8.41,     3.000,     0.294,     2.706,     0.000,     0.294
    8.42,     3.000,     0.294,     2.706,     0.000,     0.294
    8.43,     3.000,     0.294,     2.706,     0.000,     0.294
    8.44,     3.000,     0.294,     2.706,     0.000,     0.294
    8.45,     3.000,     0.294,     2.706,     0.000,     0.294
    8.46,     3.000,     0.293,     2.707,     0.000,     0.293
    8.47,     3.000,     0.293,     2.707,     0.000,     0.293
    8.48,     3.000,     0.293,     2.707,     0.000,     0.293
    8.49,     3.000,     0.293,     2.707,     0.000,     0.293
    8.50,     3.000,     0.293,     2.707,     0.000,     0.293
    8.51,     3.000,     0.293,     2.707,     0.000,     0.293
    8.52,     3.000,     0.293,     2.707,     0.000,     0.293
    8.53,     3.000,     0.293,     2.707,     0.000,     0.293
    8.54,     3.000,     0.293,     2.707,     0.000,     0.293
    8.55,     3.000,     0.292,     2.708,     0.000,     0.292
    8.56,     3.000,     0.292,     2.708,     0.000,     0.292
    8.57,     3.000,     0.292,     2.708,     0.000,     0.292
    8.58,     3.000,     0.292,     2.708,     0.000,     0.292
    8.59,     3.000,     0.292,     2.708,     0.000,     0.292
    8.60,     3.000,     0.292,     2.708,     0.000,     0.292
    8.61,     3.000,     0.292,     2.708,     0.000,     0.292
    8.62,     3.000,     0.292,     2.708,     0.000,     0.292
    8.63,     3.000,     0.292,     2.708,     0.000,     0.292
    8.64,     3.000,     0.292,     2.708,     0.000,     0.292
    8.65,     3.000,     0.291,     2.709,     0.000,     0.291
    8.66,     3.000,     0.291,     2.709,     0.000,     0.291
    8.67,     3.000,     0.291,     2.709,     0.000,     0.291
    8.68,     3.000,     0.291,     2.709,     0.000,     0.291
    8.69,     3.000,     0.291,     2.709,     0.000,     0.291
    8.70,     3.000,     0.291,     2.709,     0.000,     0.291
    8.71,     3.000,     0.291,     2.709,     0.000,     0.291
    8.72,     3.000,     0.291,     2.709,     0.000,     0.291
    8.73,     3.000,     0.291,     2.709,     0.000,     0.291
    8.74,     3.000,     0.291,     2.709,     0.000,     0.291
    8.75,     3.000,     0.290,     2.710,     0.000,     0.290
    8.76,     3.000,     0.290,     2.710,     0.000,     0.290
    8.77,     3.000,     0.290,     2.710,     0.000,     0.290
    8.78,     3.000,     0.290,     2.710,     0.000,     0.290
    8.79,     3.000,     0.290,     2.710,     0.000,     0.290
    8.80,     3.000,     0.290,     2.710,     0.000,     0.290
    8.81,     3.000,     0.290,     2.710,     0.000,     0.290
    8.82,     3.000,     0.290,     2.710,     0.000,     0.290
    8.83,     3.000,     0.290,     2.710,     0.000,     0.290
    8.84,     3.000,     0.290,     2.710,     0.000,     0.290
    8.85,     3.000,     0.289,     2.711,     0.000,     0.289
    8.86,     3.000,     0.289,     2.711,     0.000,     0.289
    8.87,     3.000,     0.289,     2.711,     0.000,     0.289
    8.88,     3.000,     0.289,     2.711,     0.000,     0.289
    8.89,     3.000,     0.289,     2.711,     0.000,     0.289
    8.90,     3.000,     0.289,     2.711,     0.000,     0.289
    8.91,     3.000,     0.289,     2.711,     0.000,     0.289
    8.92,     3.000,     0.289,     2.711,     0.000,     0.289
    8.93,     3.000,     0.289,     2.711,     0.000,     0.289
    8.94,     3.000,     0.289,     2.711,     0.000,     0.289
    8.95,     3.000,     0.289,     2.711,     0.000,     0.289
    8.96,     3.000,     0.288,     2.712,     0.000,     0.288
    8.97,     3.000,     0.288,     2.712,     0.000,     0.288
    8.98,     3.000,     0.288,     2.712,     0.000,     0.288
    8.99,     3.000,     0.288,     2.712,     0.000,     0.288
    9.00,     3.000,     0.288,     2.712,     0.000,     0.288
    9.01,     3.000,     0.288,     2.712,     0.000,     0.288
    9.02,     3.000,     0.288,     2.712,     0.000,     0.288
    9.03,     3.000,     0.288,     2.712,     0.000,     0.288
    9.04,     3.000,     0.288,     2.712,     0.000,     0.288
    9.05,     3.000,     0.288,     2.712,     0.000,     0.288
    9.06,     3.000,     0.288,     2.712,     0.000,     0.288
    9.07,     3.000,     0.287,     2.713,     0.000,     0.287
    9.08,     3.000,     0.287,     2.713,     0.000,     0.287
    9.09,     3.000,     0.287,     2.713,     0.000,     0.287
    9.10,     3.000,     0.287,     2.713,     0.000,     0.287
    9.11,     3.000,     0.287,     2.713,     0.000,     0.287
    9.12,     3.000,     0.287,     2.713,     0.000,     0.287
    9.13,     3.000,     0.287,     2.713,     0.000,     0.287
    9.14,     3.000,     0.287,     2.713,     0.000,     0.287
    9.15,     3.000,     0.287,     2.713,     0.000,     0.287
    9.16,     3.000,     0.287,     2.713,     0.000,     0.287
    9.17,     3.000,     0.287,     2.713,     0.000,     0.287
    9.18,     3.000,     0.287,     2.713,     0.000,     0.287
    9.19,     3.000,     0.286,     2.714,     0.000,     0.286
    9.20,     3.000,     0.286,     2.714,     0.000,     0.286
    9.21,     3.000,     0.286,     2.714,     0.000,     0.286
    9.22,     3.000,     0.286,     2.714,     0.000,     0.286
    9.23,     3.000,     0.286,     2.714,     0.000,     0.286
    9.24,     3.000,     0.286,     2.714,     0.000,     0.286
    9.25,     3.000,     0.286,     2.714,     0.000,     0.286
    9.26,     3.000,     0.286,     2.714,     0.000,     0.286
    9.27,     3.000,     0.286,     2.714,     0.000,     0.286
    9.28,     3.000,     0.286,     2.714,     0.000,     0.286
